WindSpeed9am,Humidity9am,Pressure9am,Temp9am
19,NA,1023.3,14.6
13,NA,1022.6,12.2
4,NA,1017.1,17.4
0,NA,1018,16.3
6,NA,1026.7,13.2
0,NA,1023.2,8.2
20,NA,1013.7,13.7
15,NA,1030.5,11.3
0,NA,1038.8,7.5
11,NA,1035.1,12.3
0,NA,1028.3,11.8
17,NA,1019.3,15.2
7,NA,1005.7,13.4
0,NA,1010.1,5.2
2,NA,1022,10.9
0,NA,1025.5,10.5
0,NA,1030.9,9.3
0,NA,1033,11.2
0,NA,1031.1,9.4
7,NA,1025,12.2
17,NA,1015.2,14.7
6,NA,1020.3,12
15,NA,1012.1,12.9
26,NA,998,9.2
15,NA,1011.9,10.3
9,NA,1020.2,9.4
13,NA,1019.7,10.8
22,NA,1013,12.6
17,NA,1005.9,11.7
13,NA,1014.5,13
19,NA,1013.5,11.6
2,NA,1027.3,8.3
7,NA,1034.4,11
6,NA,1038.9,10.7
11,NA,1036.6,9.3
0,NA,1033.3,4.8
0,NA,1027.8,8.2
13,NA,1009.8,12.5
20,NA,1012.2,12
0,NA,1026.2,7.8
13,NA,1031.9,10.6
0,NA,1033.6,6.4
0,NA,1030.9,1.4
0,NA,1030.6,5.4
0,NA,1028,5.1
11,NA,1018.5,12.7
19,NA,1014.8,13
9,NA,1021.7,8.1
22,NA,1018.8,10.3
15,NA,1013.6,10.8
0,NA,1026.8,3.6
4,NA,1030.7,2.5
0,NA,1025.7,7
24,NA,1012,8.3
0,NA,1021.3,11
13,NA,1028,12
19,NA,1020.4,12.8
15,NA,1015.4,12.2
9,NA,1023.6,8.4
0,NA,1036.4,7
9,NA,1038,9.4
0,NA,1033.4,3.2
7,NA,1028.1,9.2
0,NA,1026.5,10.9
6,NA,1024,9.6
2,NA,1017.6,11.2
0,NA,1014.6,9.8
15,NA,1022.2,11.2
7,NA,1026.7,8.1
0,NA,1029.3,6.2
0,NA,1027.6,5.1
30,NA,1018.6,8.1
22,NA,1013.9,9.4
9,NA,1020.3,9.9
7,NA,1029.5,9
7,NA,1032.8,9.7
9,NA,1032.8,10.5
0,NA,1034.4,9
9,NA,1033.8,9.5
7,NA,1029.8,8.3
7,NA,1027.4,8.1
28,NA,1025.6,9.5
6,NA,1028.9,4.3
11,NA,1022.9,7.9
19,NA,1018.4,8.5
9,NA,1013.7,10.5
2,NA,1022.3,6.6
0,NA,1025.1,8.3
13,NA,1023.9,11
11,NA,1013.5,9.4
11,NA,1003.3,6.9
9,NA,1011.5,8.3
9,NA,1016.8,8.2
15,NA,1011.6,7.1
0,NA,1016.8,3.5
9,NA,1027,6.7
11,NA,1026.3,8.1
2,NA,1033,3.8
0,NA,1033.8,5.8
7,NA,1031.1,2
22,NA,1020.2,9.3
19,NA,1016.3,9.4
2,NA,1024.1,3.1
17,NA,1009.6,10.8
7,NA,1012.1,7.7
15,NA,1014.5,5.5
7,NA,1030.1,5.4
0,NA,1035.7,6.2
7,NA,1031.4,7.2
17,NA,1016.9,7.5
9,NA,1020.6,6.3
6,NA,1014.8,6.6
20,NA,1012.8,8
13,NA,1020.3,6.8
13,NA,1023.7,5.3
15,NA,1016.3,8
7,NA,1022.5,7.6
7,NA,1026.8,9.3
7,NA,1026.3,8.3
11,NA,1018.5,10.1
19,NA,1006.7,10.6
19,NA,1007.3,8.9
6,NA,1004.4,8
9,NA,1019.7,8.9
9,NA,1025.1,10.4
0,NA,1032.6,8.8
15,NA,1026.5,9.2
17,NA,1020.7,8.4
4,NA,1024.5,5.4
0,NA,1025.9,7.4
19,NA,1019.7,11.7
19,NA,1012.9,12.9
13,NA,1015.1,11.5
0,NA,1020.7,8.2
15,NA,1026.4,8.8
13,NA,1028.8,9.7
0,NA,1026.2,9.8
4,NA,1023.8,7.4
4,NA,1028.9,9.6
0,NA,1030.5,4.7
0,NA,1028,6.1
4,NA,1022.7,8.1
0,NA,1016.2,4.6
13,NA,1008,10.9
6,NA,1016.8,11.4
0,NA,1027.7,8.6
0,NA,1026.2,9.3
19,NA,1016,10.4
13,NA,1018.9,8.7
11,NA,1023,10.9
7,NA,1030.1,10.9
2,98,1034.3,7
24,64,1026.2,12.6
9,59,1023.5,15.8
4,60,1023.2,16.1
20,40,1012.6,19
7,84,1017.2,10.7
2,98,1020.4,7.8
7,88,1025.5,10.1
6,96,1030.4,10.7
4,93,1025.3,9.6
2,89,1019.4,9.7
15,84,1019.5,9.4
24,77,1030.2,8.7
15,67,1037.8,10.6
7,80,1036.7,10.4
11,83,1035.8,10.6
4,81,1030.7,13.1
6,72,1024.6,13.7
9,87,1018.3,12.1
13,74,1018.6,12.6
4,85,1025.6,10.4
11,77,1027.2,12.2
15,92,1032.4,11.8
20,39,1024.1,22.4
0,86,1022.2,11.5
7,71,1018.1,14.6
15,52,1011.9,18.9
2,86,1035.8,8.4
15,74,1035.9,10.5
4,80,1028.5,15.4
4,75,1023.7,17.1
7,89,1019.7,12.9
6,91,1021.1,11.8
6,66,1026.7,10.6
6,98,1023.3,9.4
13,29,1014.3,21.4
9,88,1020.2,14.1
6,93,1027,8.5
4,88,1030.1,11.4
6,73,1022.9,12.9
4,80,1013.2,18.3
13,94,1015.4,14
19,58,1024,11.6
11,58,1025,11.6
11,66,1022.6,11.9
22,26,1011.2,23.3
17,87,1022.8,12.4
24,57,1027.2,13.8
6,70,1020.4,14.9
15,71,1021.6,16.9
15,58,1017.5,17.9
20,64,1011.4,19.5
15,76,1010.1,14.5
11,93,1014.6,12.2
28,56,1020.6,13.1
15,80,1012.2,14.1
7,96,1004.8,17
9,96,1012.8,13
11,63,1020.8,13.3
0,62,1021.1,14.8
17,30,1015.9,23.8
15,94,1020.8,13
31,58,1022.3,13.9
7,92,1016.5,13.7
17,69,1019.5,14.4
4,93,1020.8,11.5
17,62,1023.1,14.2
9,79,1018,13.4
11,48,1012,20.2
9,95,1013.4,12.3
13,87,1014.8,17.2
11,93,1014.6,14.1
19,54,1024.5,14.1
11,89,1021.4,12.7
7,80,1018.5,13.7
15,61,1017.1,15.4
15,48,1002.7,18.8
22,54,1010,11.5
13,81,1018.3,11.1
4,70,1018.7,14
6,75,1016.4,14.6
13,52,1006.1,17.4
28,62,1007.1,14.7
7,70,1023.2,12.6
4,69,1029,14
7,65,1022.9,16.9
15,69,1018.7,19.1
17,68,1015.9,18
11,66,1011,21
20,51,1005.9,24.2
15,87,1015.2,15
4,70,1015.8,16
15,93,1011.9,12.4
2,75,1020,11.4
2,63,1016,14
11,66,1015.5,17.8
7,50,1014.9,20.1
17,53,1016.4,21.8
4,60,1013.5,22.1
17,79,1012.2,18.2
13,37,1004.4,28.7
17,61,1002.7,23.1
15,58,1022.6,15.3
30,57,1023.8,15.5
11,77,1018.8,17.3
7,58,1013.7,21.1
30,20,1005.1,29.5
22,64,1009.8,15.6
2,84,1024.6,11
7,64,1026.7,15.1
11,62,1023.2,17.3
2,43,1015.4,22.2
9,21,1010.9,30
19,75,1015.4,19.2
24,68,1018.7,15.9
28,68,1016.9,19.6
19,75,1019.5,18.3
15,65,1018.1,19.2
22,78,1019.6,18.6
13,61,1024.7,16.4
13,66,1022.4,17.1
6,67,1016.8,17.2
9,41,1009.9,24
17,77,1014.4,18.3
11,30,1007.3,30.4
9,72,1021.1,14.6
20,46,1032.5,16.1
11,59,1029.3,16.4
9,57,1020.8,19.1
2,50,1015.7,20
6,81,1013.3,15.4
24,60,1009.4,21.2
6,71,1011.3,19.4
4,94,1008.7,15.6
13,71,1014.6,18.2
9,91,1016.7,16.1
22,57,1017.8,19.7
30,70,1018.6,18.6
6,78,1010.5,19.2
19,64,1006.4,18.1
9,95,1003.7,10.9
7,95,1007,12.8
22,96,1001.2,17
4,98,1007.1,15.4
7,57,1002.9,22.2
15,83,1011.1,17.6
19,62,1021.4,16.7
24,63,1021.5,17.3
7,78,1016.5,17.6
7,82,1018.1,18.2
15,68,1023.8,17.4
9,73,1022.2,16.8
6,86,1017.1,14.3
9,80,1018.2,17.1
9,74,1016.5,17.3
4,78,1010.4,16.1
11,88,1013,14.2
9,89,1014.6,14.2
22,54,1018.9,14.6
9,75,1018.9,16.5
0,97,1013.9,15.1
22,96,1013.8,15
0,77,1023.5,13.4
9,74,1024.5,14.5
4,63,1021.4,19.1
6,47,1010.1,22.7
4,96,1012.1,17.3
4,96,1011.4,17.1
9,87,1019.5,15.3
0,92,1022.5,16.1
0,80,1021.9,17.2
4,83,1023,14.8
4,91,1016.6,15.1
0,88,1017,14.7
7,82,1021.6,15.3
13,73,1017.2,18.2
9,82,1020.2,17.2
13,75,1018.6,18.3
24,85,1020,18.3
13,83,1017.3,18.2
4,90,1017,19
15,94,1020.1,15.9
6,96,1017.4,18.1
13,96,1021.3,16.6
11,85,1020.8,17.1
20,81,1022.4,15.2
15,80,1020.9,17.1
9,80,1016.7,16.2
15,50,1008.6,23.8
11,86,1002.6,13.1
0,96,1017,11.9
0,97,1022.4,10.9
6,97,1022.4,11.5
6,96,1018.9,12.3
0,87,1015.9,13.9
7,88,1021.9,15
2,91,1021.9,11.4
7,93,1021.1,14.5
6,83,1023.4,13.2
0,83,1021.2,11.9
7,88,1023,11.9
0,82,1022.6,12
9,97,1020.1,12.9
15,63,1012.7,15
0,92,1018.2,13.3
4,90,1028.3,9.4
0,89,1023.3,9.9
22,34,1009.2,19.5
6,95,1017,12.6
6,91,1025.5,10.8
7,84,1023.4,13.9
9,98,1022.8,12.7
9,94,1020.9,14.9
11,93,1023.8,14.5
4,88,1027.5,13.2
4,97,1029,12.9
6,95,1025.7,11.3
2,98,1022.4,10.3
13,96,1024.2,13.8
19,65,1026.4,14
2,98,1020.1,9.4
4,91,1017.9,10.6
6,68,1018.9,16.1
7,89,1019.9,16.2
6,75,1030.4,12.5
2,88,1031.8,12.7
7,80,1031.6,13.5
4,86,1027.5,12.4
7,53,1024.6,17.1
22,35,1014.6,21.3
6,96,1017.9,15.5
17,89,1012.2,15.8
19,89,1011.6,15.4
11,94,1009,10.8
24,77,1010.3,11.7
24,92,998.7,13.8
11,91,1014.4,8.8
20,72,1012.8,16.3
2,90,1014.9,12.6
2,96,1015.2,11.6
4,90,1006.1,14.3
11,92,994.6,13.5
26,68,1008.6,13.2
15,84,1014.3,11.7
17,94,1014,14.7
19,90,1020.1,14.5
22,76,1017.6,13.1
11,89,1014.9,15
13,83,1015.3,10.6
17,75,1017.3,12.9
9,93,1017.5,11.5
19,87,1014,14.7
2,98,1023.2,11.1
7,87,1022.4,11.9
22,76,1011.3,14.5
9,89,1018.4,9.1
2,97,1022.2,7.8
19,61,1010.5,12.6
4,96,1006.4,10
0,98,1008,5
9,91,1014.6,7.9
7,74,1021.7,9
6,94,1024.8,3.4
6,80,1027.8,9.1
2,95,1027.7,7
0,97,1027.3,4
2,98,1025.3,8.2
0,98,1017.6,2.5
15,92,1005.6,10.6
0,97,1.00E+03,8.3
17,95,1005.4,12.1
7,97,1006,10.3
13,95,1000.9,10.9
13,94,1016.1,9.8
11,86,1026,9.7
4,80,1037.3,7
7,86,1035.7,5
6,86,1034.6,4.5
0,97,1031.9,1.2
17,92,1017.1,8.8
4,98,1011.1,11.3
11,81,1021.2,8.8
6,97,1019.7,4.9
9,97,1010,11.5
19,90,998.4,9.4
11,88,1004.3,9.3
24,95,997.7,9.9
11,92,1006.1,4.8
2,97,1023.9,4.1
13,79,1017.9,6
4,97,1018.1,6.2
13,98,1023.4,9.5
9,91,1024.5,8.1
17,95,1005.7,8.6
9,85,1021.4,8.4
7,96,1025.7,9.7
11,95,1022.9,11.3
13,83,1013.3,9.5
0,97,1015.4,6.3
17,92,1022.6,10.6
4,97,1024.3,8.7
6,98,1021.1,8.1
2,98,1025,3.4
22,90,1014,9.7
41,71,995.3,11.2
24,86,993.7,7.2
11,89,1019.6,6
11,93,1028.9,7.4
11,98,1032.2,9.1
0,96,1032.9,5.8
13,93,1026.3,6.3
20,70,1017.8,12.3
7,98,1021.5,11.2
0,98,1023,9.6
9,92,1013.7,11.5
28,83,996.1,13.5
9,76,1008.4,7
13,88,1007.1,6.5
13,90,1008.2,7.4
11,93,1011.5,5
7,88,1017.2,7.7
13,93,1024.2,9.7
9,95,1021.6,11.6
13,91,1018.1,10.6
2,98,1015.9,9
11,94,1009.6,11.1
4,90,1024,8.8
0,96,1028.9,9.1
0,97,1031.8,7.4
13,86,1031.8,7.1
0,94,1028.2,6.6
9,74,1025.7,9.2
19,64,1019.5,10.1
17,75,1008.7,10.9
15,92,1007.4,7.8
13,94,1019,6.7
20,80,1017.7,10.6
9,93,1020.8,9
9,98,1027.3,9.4
13,82,1029.1,9.8
19,64,1022.4,12
0,97,1024.3,8.9
20,55,1010.7,15.3
13,94,1005.8,9.7
13,90,1012.3,6.9
11,97,1014.8,9.9
2,97,1013.8,8.7
0,97,1019.1,4.8
0,97,1018.1,3.6
0,98,1018.2,6.8
9,97,1023.2,7.6
15,77,1021,9.7
0,74,1019.7,10.9
15,59,1020.6,12.3
17,91,1015.1,11.7
15,85,1013.7,12.9
4,97,1018.4,11.5
9,82,1013.8,11.5
9,95,1009.4,9.2
15,94,1023,10.6
15,92,1029.3,11.9
7,97,1028.6,10.3
7,86,1027.4,13.1
20,67,1015.5,15.9
4,97,1008.9,12.2
6,97,1019.2,10.2
17,95,1018.8,11
4,98,1021.8,9.4
15,87,1019.3,9.3
11,95,1004,9.2
13,81,1011.2,10.7
17,90,1016.5,9.4
19,60,1014.3,14.4
20,74,1014.5,9.3
9,80,1013.9,10.6
15,67,1010.6,13
19,95,1013,10.6
2,74,1020.7,9.6
6,88,1016.8,9
17,70,1005.2,12.3
9,77,1012.9,10.7
13,83,1011.4,10.8
11,72,1013.1,11.4
17,72,1008.6,12.8
20,79,986.2,9.7
9,83,993.5,11.2
15,89,1005.2,10.6
24,60,996.6,14.2
20,89,993,9.3
26,82,998.2,11.8
20,85,1012.3,11.2
11,79,1015.2,13.6
13,84,1012.9,15
0,97,1022.9,8.4
30,60,1003.4,15.2
17,80,1009,10
11,82,1018.4,8.9
9,97,1018.8,11
2,97,1027.5,6.2
6,84,1023.5,10.1
20,42,1012.2,16.9
17,84,999.7,14.4
15,82,1008.7,10.2
19,92,1009.8,7.5
7,94,1020.2,7.4
22,53,1013.8,13
9,91,1012.3,10.5
17,64,1023.5,9.9
0,94,1028.8,7
6,83,1023.4,8.2
17,44,1009,17.6
15,97,1012.5,11
2,91,1022.7,10.6
2,75,1020.2,10.7
7,75,1016.8,12.1
31,67,1000.5,16.2
17,79,1012.9,10.4
9,95,1011.6,10.5
13,77,1016.9,11.6
9,77,1019.2,12.5
19,67,1010.3,14.4
20,68,1014.9,11.7
13,75,1013.5,13.3
2,88,1001,13.4
2,93,1012.2,10.6
2,97,1015.3,10.1
13,62,1013.3,13.4
15,70,1011.8,14
11,94,996,14.5
31,95,995.1,11.9
11,82,1014.9,13.2
6,90,1021.5,12.2
7,92,1024.6,11.9
20,48,1015.1,21.4
11,83,1018,13.6
6,76,1020.8,14
6,76,1016.3,16.9
20,54,1005.6,24.7
4,91,1016.7,12.7
17,67,1019.2,12.4
4,94,1021.9,10.5
20,65,1021,12.9
19,74,1023.6,12.8
4,66,1021.7,13
6,75,1016.8,12.9
19,69,1013.4,15.2
15,72,1011.8,14.6
4,94,1009.8,12.1
13,76,1012.6,14.1
9,63,1016.3,14.8
4,71,1007.7,16.9
15,62,1012.5,15.8
6,85,1015.5,12.2
9,76,1014.8,14.8
31,70,998.3,15
22,55,1019,13.7
6,73,1024.8,13.4
0,96,1025.2,11.8
7,68,1017.3,17.3
20,26,1005.4,25.5
19,62,1014.1,14.2
20,50,1020.5,14.5
9,66,1011.3,15
15,81,1011.5,12.1
4,59,1023.7,13.1
20,37,1011.2,18.9
9,81,1009.9,13.6
13,88,1017.9,13.5
11,70,1020.7,15.6
7,51,1012.9,19.8
9,74,1011.6,19.5
6,87,1011.9,17.6
6,96,1010,16.7
11,80,1009.4,18.6
35,94,993.3,20.9
4,88,1003.3,18.1
19,79,1001.4,18
7,94,1006.6,16
11,95,1008.5,14.5
13,91,1019.6,14.6
22,63,1022.5,15.8
20,71,1018.7,17.1
11,87,1016.2,18.4
7,64,1013.8,22.5
17,31,1009.4,30.9
11,69,1008.1,19.6
4,73,1013.3,16.6
4,67,1013.1,17.2
13,80,1012.6,16.4
2,76,1013.1,15.8
11,95,997.5,19.5
22,66,1010.1,16.6
4,62,1019.7,16.1
4,82,1015.4,15.6
6,62,1008.3,20.2
17,62,1015.7,17.5
19,61,1014.3,15.3
11,91,1001.5,14.1
2,95,1016.1,13
6,73,1014.5,17.8
2,51,1005,23.6
19,65,1014.6,17.6
0,91,1022,13.1
9,74,1020.9,16.4
7,73,1018.1,16.5
6,97,1015.4,14.8
9,90,1017.2,15.8
11,70,1006.9,20.9
4,62,1015.3,16.1
4,94,1016.9,10.8
9,81,1017.4,16.1
4,95,1016.2,13.9
9,81,1007.1,19.3
17,74,1016.8,14.4
24,62,1022.4,15.8
7,71,1015.3,19.8
13,79,1010.5,21.8
13,87,1012.2,17.9
7,81,1010.9,17.2
15,70,1011.5,14.2
11,92,1015.6,14
0,96,1020.7,14.2
13,56,1010,18.4
0,82,1012.4,13.6
11,76,1010,14.9
4,88,1012.3,10.4
11,93,1011.9,11.5
4,96,1016.3,12.3
4,96,1020.9,9.5
22,32,1010.5,22.1
13,93,1017.3,15.6
0,75,1026,14.7
20,70,1026.9,14.5
2,96,1021.5,14.2
0,94,1020.5,17.3
0,62,1020.2,20.8
0,57,1019.9,19.9
11,92,1020.2,18
20,71,1023.9,17.2
11,82,1017.7,18.6
15,83,1016.8,18.1
17,66,1019,17.2
17,72,1019,16.9
7,87,1016.7,15.5
11,40,1015.6,21.7
11,88,1018.3,15.8
9,93,1011.7,15.9
9,97,1002.4,16.4
9,94,1014.7,16.8
11,97,1017.8,16.2
19,51,1013.6,23.8
13,69,1011.4,17.1
11,86,1024.4,12.2
0,95,1023.6,12.1
0,90,1017.8,14.8
4,85,1014.4,18.4
20,97,1013,17.4
20,88,1019.1,16.5
17,88,1021.4,16.4
11,92,1018.4,14.4
0,82,1012,18.3
7,80,1015.2,17.9
19,79,1005.7,20.8
11,92,1014.2,13
17,94,1007.8,14.5
4,91,1019.2,9.7
2,92,1023.8,9.7
6,79,1022.5,12.5
2,78,1031.5,12.9
11,64,1032.4,14.5
4,97,1028.9,11.9
2,91,1024.8,15.5
2,73,1022.2,13.6
19,42,1020.4,19.8
7,68,1015.9,14.9
9,93,1009.5,9.6
17,58,1021.7,12.8
2,98,1026.5,11.7
9,80,1026.8,13.4
4,97,1024.9,11.6
0,98,1025.9,11.1
0,93,1022.8,10.2
0,80,1020.3,14.5
0,98,1023.2,10.4
4,80,1026.1,13.1
2,76,1025.1,14.9
6,51,1022.4,19.7
13,97,1019.5,16.8
0,98,1023.9,16.4
9,95,1025.6,15.6
7,95,1019.5,14.3
4,99,1010.8,14.2
13,79,1016.3,10
4,98,1025.9,9.5
11,99,1024.9,14.2
6,98,1024.2,14.6
4,89,1022.4,13.7
19,79,1013.1,13.5
9,93,1022,9.4
6,97,1031.3,9
2,87,1031.9,11.5
0,98,1027.2,6.8
11,90,1018.4,10.4
2,98,1031.6,7.9
0,97,1034.3,9.5
0,97,1031.2,10.4
2,98,1026.8,4.8
4,99,1026.2,9
11,89,1026.3,12.4
0,98,1026,4
4,99,1025.7,8.1
0,99,1023,4.5
2,99,1018.1,6.4
17,76,1014.5,13.2
7,92,1022,11.7
7,94,1016.9,13.1
15,96,1014.2,12.8
7,87,1018.1,13.3
19,67,1017,14
11,98,1016.2,11.7
7,98,1016.6,11
13,95,1018.8,12.4
4,99,1023.1,5.3
17,73,1012.6,13.1
17,96,1009.3,7.8
6,98,1019.6,7
4,83,1025,8.7
2,98,1035.5,5.1
4,98,1038.8,7.2
2,98,1038.1,2.4
0,98,1034.6,1.3
2,98,1029.4,2
9,99,1025,11.7
6,82,1030.5,8.5
2,98,1032.2,0.4
4,97,1029,5.9
4,95,1034.9,8.4
0,99,1035.3,8.6
11,88,1028.7,8.7
6,98,1027.3,11.5
0,93,1032.1,10.4
4,99,1028.2,7.8
6,91,1026.4,8.8
4,98,1025.7,4
4,99,1026.3,6.2
6,99,1030.2,8.4
6,100,1031.5,11
17,88,1026,8.9
2,99,1029,10.2
2,97,1026.8,8.9
9,86,1016.7,7.3
2,96,1019.8,6.9
13,98,1016.4,8.6
6,81,1019.6,14.9
15,41,1018.8,16.2
7,55,1021.4,15.4
9,76,1023.5,14.1
11,81,1027.3,16.1
7,78,1028.5,15.9
9,83,1026.9,14.7
7,94,1024,14.7
13,48,1022.6,12.4
17,47,1021.8,13.2
11,48,1021.7,14.2
7,60,1025.9,12.8
6,72,1026.6,15.3
4,86,1025.3,18.3
9,80,1022.2,19.1
2,93,1020.1,17.1
7,80,1020.6,15.6
6,72,1017.3,15.2
2,55,1018.3,15.4
6,60,1020.6,13.6
6,83,1014.9,17.4
7,48,1022.1,16.6
6,73,1026.7,12.7
9,92,1021,12.9
9,86,1014.8,13.8
9,62,1018,14.7
6,64,1016.7,12.7
11,75,1010.5,11.5
11,53,1012.3,13.1
11,55,1017.5,13.8
6,47,1020.5,13.9
2,54,1016,15.7
19,48,1017.3,15.1
11,47,1021.1,14
7,75,1021.7,14
7,62,1019.2,15.4
7,56,1018.6,16.1
9,49,1021.6,15.5
11,36,1021.5,13.8
7,47,1023.4,14.3
6,47,1021.4,13.2
11,34,1020.2,13.7
9,36,1024.1,12.5
7,50,1025.3,12.1
9,48,1024.1,12.6
17,34,1016.4,14.4
17,42,1015.4,15
13,45,1020.6,14.5
7,68,1025.3,12.1
15,33,1026.8,13.9
11,52,1029.5,14.2
6,70,1026.7,14.2
9,64,1017.3,20.3
17,43,1020.4,13.6
9,47,1027.2,15.3
11,58,1027.9,15.2
6,66,1025.7,17
2,68,1024.1,17.9
4,68,1025.4,17.5
2,72,1024.1,18.7
2,71,1023.2,19.6
11,69,1021.9,20.7
7,74,1023.1,19.6
11,64,1024.8,21.1
19,58,1026.4,19.7
11,90,1024.1,16
6,78,1014.2,19.6
22,61,1012.2,18.1
9,56,1015.3,18.1
9,60,1018.9,18.1
7,62,1022.2,18.9
7,66,1022.2,18.5
9,64,1020.1,18.2
2,66,1019.1,19.6
4,66,1021.6,20.7
13,61,1021.9,21.7
2,72,1019.2,20.4
2,61,1016.7,23.4
13,63,1022.4,19.7
0,70,1021.7,19.2
7,85,1020.7,20.7
6,73,1019.4,22.5
7,56,1018.9,24.5
9,69,1019.4,23.1
9,56,1018.4,23.6
13,73,1022.7,19.6
19,45,1027.6,19.9
9,48,1025.8,19.8
7,61,1022.8,20.2
7,57,1019.4,21.5
7,55,1012.9,23.7
13,55,1019.2,21.7
13,59,1024.2,23
9,56,1025.8,22
13,52,1024.4,23.7
11,52,1021.5,23.4
7,57,1020.8,24.2
15,50,1015.5,25.2
13,46,1016.2,23.3
15,32,1018.6,20.7
19,50,1023.8,21.5
2,87,1027.9,17.8
9,85,1027.3,16.8
6,77,1025.3,19.2
9,72,1024.9,21
7,61,1022.7,21.2
7,62,1017.8,22.7
19,65,1021.2,20.3
15,54,1024.1,19.7
9,53,1025.2,20.3
7,58,1025.7,19.3
2,58,1024.3,20.4
11,55,1020.3,22.6
7,58,1015.2,21.5
13,34,1018.8,17.3
11,44,1021.2,20
6,54,1019.4,20.5
7,57,1020.7,22.3
7,52,1023.1,20.9
6,52,1022.3,22.6
6,52,1021.3,23.6
9,57,1020.8,25
7,48,1017.9,26.8
11,69,1023.3,23.4
9,67,1018.4,23.2
11,61,1011.3,27.8
7,85,1016.3,20.1
11,71,1012.4,24.4
7,68,1013.4,25.9
15,65,1010,26.7
9,70,1013.9,21.3
11,51,1019.2,23.3
13,65,1017,21.9
11,62,1016.1,23.4
9,86,1017.7,22.3
9,75,1018,24.8
2,62,1016.2,25.4
7,61,1012.6,27.9
11,74,1016.6,21.2
7,91,1016.8,18.2
6,84,1013,22
6,68,1007.4,23.9
13,64,1004.1,26.6
19,41,997.8,28.3
26,27,999.9,20.1
13,32,1006.3,23.9
15,53,1012.1,26.1
13,80,1013.6,21.2
6,91,1013.8,21.6
9,67,1011.4,27.1
13,68,1006.5,28
11,37,1010.6,26
4,52,1013.9,25.4
6,52,1013,27
9,60,1013.7,27.3
9,58,1014.2,28.2
6,66,1017.3,26
4,64,1011.7,28
7,68,1007.7,27.9
13,58,1013.4,25
7,63,1013,26.7
9,58,1011.4,27.1
7,62,1010.7,28.8
15,77,1013.8,25.2
11,61,1006.5,27.1
17,49,1002.2,29.2
13,33,1007,25.9
7,53,1014.6,25.3
11,54,1014.1,26.6
7,49,1010.6,28.2
11,54,1006.9,28.5
17,59,1013.5,25.4
19,52,1018.1,24.2
15,50,1018.4,23.8
9,56,1015.4,24.2
9,53,1012.3,27.4
6,66,1012.7,26.3
15,68,1014.7,26.8
11,60,1013.9,26.9
6,87,1010.1,22.2
6,65,1007,27.3
6,63,1004.9,27.3
7,37,1005.4,31.4
4,60,1007.4,29.7
11,74,1009.9,25
15,85,1015.3,22.7
17,55,1017.4,25.6
11,65,1014.1,25.8
9,58,1013.5,27.3
9,62,1013,27.2
0,86,1010.5,24.5
9,74,1011.8,24.9
20,52,1012.4,26
9,55,1012.6,25.5
9,60,1014.6,26
17,55,1017.2,26.3
13,49,1017.2,26.7
7,59,1016.4,26.1
7,54,1013.8,28.1
15,65,1012.6,27.9
13,56,1019.4,25.4
13,49,1019.2,26.4
9,49,1017.7,27.4
11,63,1016.5,28.4
11,64,1014.5,28.4
2,84,1012.4,26.6
6,68,1011.5,29.3
7,81,1013,27.3
7,73,1016.3,27.3
15,68,1016.7,26.9
15,61,1016.1,27.8
13,67,1017.3,26.2
15,72,1017,26.1
4,80,1015.4,23.9
19,80,1012.8,23.6
6,77,1011.1,24.9
15,62,1009.2,28.8
11,60,1009,28.1
11,60,1011.4,27.3
17,55,1014.4,28.3
7,62,1012.6,27.1
7,60,1010,27.8
4,66,1011,28.5
9,64,1005.8,27.5
13,62,1012.2,25.5
9,91,1016.7,21.8
13,91,1011.5,21.5
11,62,1007,25.5
11,59,1009.7,26.7
6,65,1009.5,26.7
7,76,1008.1,26.1
7,72,1009.4,27.2
4,76,1011.1,26.5
6,87,1011.7,23.1
13,67,1014.5,27.5
11,65,1016.6,27
2,61,1016.9,27.4
6,70,1016.8,25.3
13,59,1015.2,27.3
11,51,1015.2,25.3
7,56,1012.9,25.3
6,63,1011.4,27.4
6,57,1014,28.9
7,72,1017,27.8
11,59,1014.6,29
15,32,1010.4,24.5
7,55,1013.2,25
9,62,1014.8,26.1
15,60,1014.8,27.1
19,59,1016.1,25.7
17,70,1014.8,25.8
15,88,1017.4,22.3
19,69,1019.8,24.6
7,75,1017.7,24
7,73,1016.7,24.1
6,66,1014.8,26.2
7,65,1012.5,25.9
9,72,1012.6,23.9
9,68,1016.7,25.7
7,72,1016.9,24.2
9,74,1015.8,24.8
13,68,1015,25.4
11,56,1015.2,25.7
7,63,1017.2,25.2
9,59,1019.4,25.4
9,55,1021.9,24.6
9,58,1021.9,24.5
7,62,1019.7,24.2
11,61,1020.1,25.4
13,63,1018.8,24.7
9,81,1014.4,22.5
13,59,1009.7,24.8
7,67,1012.9,26.2
15,93,1015.6,21.3
7,83,1017.9,24.7
7,92,1017.2,22.6
7,73,1015.7,24.9
9,72,1016,23.8
15,70,1019.8,23.7
9,57,1023.3,23.8
13,62,1022.6,23.2
7,73,1023.4,22.7
4,74,1024.5,22.6
7,90,1023.5,21.1
6,89,1019.8,21.6
6,77,1014.9,25.1
11,74,1012.5,25.3
9,68,1014.5,23.9
6,64,1014.8,22
9,64,1016.3,22.4
13,57,1014.1,22.2
11,54,1012.6,22.6
13,59,1014.9,21.9
